상권명,다중지역정보,업종정보,점포수,위도,경도
한신대길,"{""type"":""Polygon"",""coordinates"":[[[127.023137865115,37.1948972968663],[127.024820324692,37.1948765017702],[127.02498160342,37.1954745252836],[127.025319613485,37.1957690340046],[127.025820489712,37.1958804347892],[127.026868812463,37.1958755218601],[127.027741822068,37.1956244583658],[127.028527974273,37.195393796287],[127.02850316035,37.1952147804642],[127.028741292008,37.1950905761071],[127.029052054525,37.1950120207437],[127.029407867314,37.1949338331274],[127.03012748148,37.1945927942811],[127.030293875684,37.1947935230194],[127.030609470356,37.1951604154938],[127.029597722719,37.1956795530578],[127.029596397679,37.1956802381894],[127.029117144496,37.1959299490754],[127.029064831053,37.1959677323165],[127.029035010288,37.1960091801663],[127.028792440203,37.1957150071052],[127.026447724519,37.1966515190058],[127.026232103267,37.1967215562688],[127.023712126275,37.1975405581497],[127.023657335967,37.1978321195306],[127.024130637801,37.1978438984078],[127.024676572505,37.1980930933624],[127.024715959938,37.1984248525761],[127.024140299412,37.1982424335003],[127.023766918416,37.1982069778264],[127.023368228222,37.1981687787338],[127.023374320614,37.1976951882078],[127.023015941393,37.197692984056],[127.02302497869,37.1976403701425],[127.023012526366,37.1975848748342],[127.02297924626,37.1975351738882],[127.022928396089,37.1974961323644],[127.022864953419,37.1974715719006],[127.022795128434,37.197463896631],[127.022725756044,37.1974738578589],[127.022582762695,37.1975136386595],[127.021601970087,37.1967924379274],[127.01899230685,37.1959399043928],[127.019505074903,37.1955113333398],[127.021087398667,37.1953681161034],[127.021623947608,37.1956879272107],[127.021964501451,37.1954834821588],[127.021783483109,37.1951080331068],[127.021928113901,37.1944826787773],[127.023123262357,37.1942540161678],[127.023051071636,37.1944480026607],[127.023137865115,37.1948972968663]]]}","한식,이/미용/건강,유흥주점,종합소매점,분식,학원기타",91,37.19606304,127.0240487
의왕포일우편취급국,"{""type"":""Polygon"",""coordinates"":[[[126.983521566618,37.3893676437711],[126.98282612056,37.3887044548671],[126.98286136565,37.3886816677416],[126.98299646726,37.3885953883646],[126.984165577183,37.3897574303171],[126.984172002938,37.3897635353838],[126.985718833152,37.3911687994445],[126.98577319424,37.3912048188412],[126.985838844835,37.3912256719682],[126.985909358563,37.3912293175625],[126.985977833004,37.3912153987651],[126.986011507622,37.3911984179674],[126.986297102232,37.3914706532797],[126.986044866589,37.3917782358682],[126.985606221857,37.3913566083699],[126.985265975754,37.3917265100583],[126.984318148979,37.3922440764447],[126.984294967331,37.3922219681211],[126.984235096931,37.3921920214199],[126.984169472748,37.3921788852326],[126.983655647302,37.3919698716045],[126.983654059849,37.3919692258743],[126.983817837122,37.3917101487258],[126.984054781763,37.3913331701183],[126.983630783291,37.3911611442994],[126.982898286431,37.390862570544],[126.982259668427,37.3905901417575],[126.982678902366,37.3899641228777],[126.983108296836,37.389656942647],[126.983521566618,37.3893676437711]]]}","한식,음/식료품소매,운송/배달/택배,가정/주방/인테리어,분식,세탁/가사서비스,유아교육,이/미용/건강,일식/수산물,자동차/이륜차,학원-어학",41,37.39073475,126.9840959
송산로339번길,"{""type"":""Polygon"",""coordinates"":[[[127.133471315763,37.671992721583],[127.133745392242,37.6720076030046],[127.13365128418,37.67290290464],[127.13365049723,37.672918162054],[127.133651824853,37.6736672644595],[127.133653354949,37.673687912752],[127.133667861506,37.6737866471699],[127.133300473664,37.673770451732],[127.132201840324,37.6736880506799],[127.132379177115,37.6719328958382],[127.133090040155,37.6719719034912],[127.133471315763,37.671992721583]]]}","한식,이/미용/건강,종합소매점,커피점/카페,세탁/가사서비스",22,37.67286445,127.1329837
월곶중앙로70번안길,"{""type"":""Polygon"",""coordinates"":[[[126.740437530428,37.3886904586007],[126.740732991936,37.3891583569432],[126.741155948094,37.3898464354168],[126.741198740745,37.3899160490908],[126.741240218411,37.3899835321678],[126.741559481567,37.3905028930413],[126.741604925387,37.3905768188365],[126.74165291789,37.3906548961808],[126.741945985243,37.3911316472094],[126.741953506863,37.3911438817937],[126.741365827955,37.3917903576187],[126.741164144961,37.3920125400229],[126.740857470325,37.3916997472815],[126.739730681888,37.3905504492102],[126.739665108259,37.390483440868],[126.738623371483,37.3894189723521],[126.739521343978,37.389058768576],[126.739824751569,37.3889369785247],[126.740064215852,37.3888404122464],[126.740437530428,37.3886904586007]]]}","모텔/여관/여인숙,호텔/콘도,한식,자동차/이륜차,분식,종합소매점",41,37.39023065,126.740444
북촌3길,"{""type"":""Polygon"",""coordinates"":[[[126.802047461625,37.3432503389427],[126.802049131657,37.3432490805025],[126.802069838316,37.343233472073],[126.802963429444,37.3425601140458],[126.803497401998,37.3429668306421],[126.804264594499,37.3424029683794],[126.804316456344,37.3423573126006],[126.804502087309,37.3421936165797],[126.804681156707,37.3415979078586],[126.804692693469,37.3415597291951],[126.804021978073,37.3414407132913],[126.804079105902,37.3412241642712],[126.804743112608,37.3413386337118],[126.80623150385,37.3415952082921],[126.806234029308,37.3415956464686],[126.806234328252,37.3415956981672],[126.807260770879,37.3417726221699],[126.807583729154,37.3418353843461],[126.807604182909,37.342137403041],[126.807605780334,37.3421609601298],[126.807606330764,37.3421691410212],[126.807641827814,37.3426944512324],[126.807638560308,37.3428062729752],[126.807624578266,37.3428658705891],[126.807600633183,37.3429534237042],[126.807433039171,37.3432859252685],[126.807427052402,37.343297791977],[126.806932560692,37.3442787676385],[126.806927470683,37.3442888631986],[126.80692061573,37.3443024617204],[126.806600815775,37.3442269649776],[126.806390303363,37.3441797904845],[126.806049365955,37.3441059584984],[126.805576932345,37.3439840568963],[126.805398870445,37.3444716496207],[126.805237413748,37.3449126670156],[126.805087024349,37.3453228218496],[126.804201417814,37.3451224077857],[126.804113209498,37.3451023695739],[126.803739148766,37.3454049523856],[126.803291047145,37.3452162710434],[126.802907483709,37.3455395921895],[126.802627929459,37.3454201914337],[126.803217716818,37.3449474645348],[126.803700678488,37.3451618406134],[126.804052317693,37.3448719842338],[126.804271744937,37.3449130581036],[126.804352093021,37.3447612521561],[126.804561273964,37.3446698787563],[126.804022746029,37.3437999865457],[126.803862761633,37.3435466369953],[126.803018302367,37.3441558948912],[126.802847746492,37.3440133802481],[126.802879581381,37.3439630173812],[126.803460504989,37.3435369419954],[126.803120479004,37.3432502352034],[126.802775988145,37.3429561611855],[126.802210571901,37.3433829532539],[126.802047461625,37.3432503389427]]]}","한식,이/미용/건강,유흥주점,종합소매점,가정/주방/인테리어",241,37.34313951,126.8053399
삼성로87번길,"{""type"":""Polygon"",""coordinates"":[[[126.935585287282,37.3411419000692],[126.936006758428,37.341154640416],[126.936018786404,37.341154747869],[126.936173156569,37.3411528418186],[126.936206876125,37.3411503974993],[126.936597842929,37.3410982189708],[126.936637550967,37.3410898970281],[126.937067869687,37.3409653473564],[126.937111945313,37.3409480523985],[126.937616648132,37.3406921395159],[126.937633764139,37.3407560277506],[126.937704566945,37.3410203514497],[126.937757732807,37.341218807136],[126.937763223721,37.3412353973328],[126.937788640461,37.3412996365209],[126.937890632871,37.341557395426],[126.937947376642,37.3417008051487],[126.937954129695,37.3417155908551],[126.93801168964,37.3418263344233],[126.938102891539,37.3420018341578],[126.93813352965,37.3420607842183],[126.938145445594,37.3420802991335],[126.938155590598,37.3420946486403],[126.938328125145,37.3423385853689],[126.938328928684,37.3423397119575],[126.938491326279,37.3425655054816],[126.938501021513,37.3425778082396],[126.938747198374,37.3428639056802],[126.938703601514,37.3428785507121],[126.938514923837,37.3429720187092],[126.938498038329,37.3429812555776],[126.938351933649,37.3430692090974],[126.93833541872,37.3430801727431],[126.93826795914,37.3431294748789],[126.938240742671,37.3431532720753],[126.938194311477,37.3432019874384],[126.937918168417,37.3428518081073],[126.937654476753,37.3425177363731],[126.937462514586,37.342174170421],[126.937334198129,37.3419443723166],[126.937268493805,37.3418266434897],[126.937197245715,37.3418772527351],[126.936410448423,37.3423257953477],[126.935991595962,37.3425416700569],[126.935783394234,37.3422998893196],[126.935674783171,37.3418984996448],[126.935590308664,37.3415863076004],[126.935586202434,37.3414522362401],[126.93558258036,37.341333937988],[126.935585287282,37.3411419000692]]]}","한식,커피점/카페,이/미용/건강,일식/수산물,부동산중개",24,37.34182485,126.937045
효행로1156번길,"{""type"":""Polygon"",""coordinates"":[[[127.053092023314,37.2126038829188],[127.053064068226,37.2126326624326],[127.053035131024,37.212671804065],[127.052768925737,37.2131650511033],[127.052759836635,37.213185066723],[127.052527054103,37.2138106524265],[127.052523642171,37.2138209194074],[127.052310285351,37.2145487102355],[127.051489932982,37.2143116884479],[127.051523919227,37.2138327941527],[127.051362211396,37.2133057652702],[127.051787478075,37.2128870569467],[127.052105372,37.212579844535],[127.052310862408,37.2124770146698],[127.052318120512,37.2124032951004],[127.052896270053,37.2125132285741],[127.053092023314,37.2126038829188]]]}","일식/수산물,한식,음/식료품소매,PC/오락/당구/볼링등,사무/문구/컴퓨터,세탁/가사서비스,유흥주점,의복의류,이/미용/건강,물품기기대여,제과제빵떡케익,종합소매점,병원,가정/주방/인테리어",17,37.21342728,127.0521487
호계2동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.954119680755,37.3780692764991],[126.95412360927,37.3780703623461],[126.954281816452,37.3781241525344],[126.954487065949,37.3781961917251],[126.954666047359,37.3782679924304],[126.95476221325,37.3783093448861],[126.954763172931,37.3783097551803],[126.954852589296,37.3783477623639],[126.954392891369,37.3792028788073],[126.954118646805,37.3797129961336],[126.954116441994,37.3797171031474],[126.953767262501,37.3803665911847],[126.953765207536,37.3803704047294],[126.953619840091,37.3806407992352],[126.953154468913,37.3815063944608],[126.952399708342,37.3812475303776],[126.952096776271,37.3818187172374],[126.951753374723,37.3816962863676],[126.950828522518,37.3813913065062],[126.950206804809,37.3813891752961],[126.950198344655,37.3815659347344],[126.950206052102,37.3817220003238],[126.950752025613,37.381740918593],[126.950735788774,37.3819178029646],[126.950437660019,37.3818697667162],[126.950414384596,37.3818670143596],[126.950189500416,37.3818499153279],[126.950174331117,37.3818491718676],[126.949698519683,37.3818386566925],[126.949659763641,37.3818404640878],[126.949573887396,37.3818504315834],[126.949571018636,37.3817129896972],[126.949556860092,37.3815135029897],[126.949152573754,37.3815065368641],[126.949208595361,37.381385953113],[126.949544845962,37.3807548104438],[126.949831390013,37.380626697286],[126.950274637809,37.380597400595],[126.950949548437,37.3807576894581],[126.951057523773,37.3805547794803],[126.951317141439,37.3805356786012],[126.951590974526,37.380534724361],[126.951405720979,37.3809154745188],[126.951820215752,37.3810509253918],[126.952135096902,37.3805339089524],[126.952665412283,37.3807396512881],[126.953011133123,37.3801102717509],[126.952474550099,37.3799241863766],[126.952460119502,37.3797691877195],[126.9522074039,37.379545627106],[126.952229743101,37.3793346370336],[126.95238359097,37.3790549777177],[126.952504135642,37.3788358456666],[126.952734263842,37.3787038472889],[126.953522975447,37.3786212763329],[126.953580531908,37.3784911301114],[126.953645870914,37.3783086780512],[126.953943785905,37.3784025432352],[126.954119680755,37.3780692764991]],[[126.952954351782,37.3792441815353],[126.953414322964,37.3794076241148],[126.953481382148,37.3792792514522],[126.953642319905,37.3789714947523],[126.953231439314,37.3788304505479],[126.953148283753,37.3789491069346],[126.953003684412,37.3788932012894],[126.952828371876,37.3791687294516],[126.952954351782,37.3792441815353]]]}","한식,가정/주방/인테리어,자동차/이륜차,이/미용/건강,사무/문구/컴퓨터,세탁/가사서비스",92,37.38027437,126.9523477
평촌1로8번길,"{""type"":""Polygon"",""coordinates"":[[[127.151971323528,37.2857507617803],[127.151006629483,37.2857222764601],[127.151419010912,37.2842364256107],[127.153414878971,37.2842038719842],[127.153735055042,37.2842191109552],[127.153793817633,37.2850468490037],[127.153837206763,37.2855790872143],[127.153692193957,37.2855941025126],[127.152872570576,37.2856786407768],[127.152447764414,37.285722349121],[127.151971323528,37.2857507617803]]]}","자동차/이륜차,분식,한식,이/미용/건강,의복의류,건강/미용식품,부동산중개",45,37.28498246,127.1524766
중부길,"{""type"":""Polygon"",""coordinates"":[[[127.422952251508,37.0778837148272],[127.423495561965,37.0767272571533],[127.424033881032,37.0766960732545],[127.425673673389,37.0759169138296],[127.426165682101,37.0761076847607],[127.425151657079,37.0781711877839],[127.424804970099,37.0788895798684],[127.424406151259,37.07971557335],[127.424200911959,37.0789207300103],[127.423540764824,37.0783740303311],[127.423427296032,37.0782737913742],[127.422952251508,37.0778837148272]]]}","닭/오리요리,한식,이/미용/건강,종합소매점,학원-보습교습입시",20,37.07750786,127.4245254
술이홀로,"{""type"":""Polygon"",""coordinates"":[[[126.840103430762,37.8257928296407],[126.840233268145,37.8262975364225],[126.840396056682,37.8264202083276],[126.840734468641,37.8259578352393],[126.841399369153,37.825750384412],[126.841441787574,37.8256708380758],[126.841716122788,37.8256515714773],[126.841778543222,37.8261325264396],[126.841914182589,37.8263118047601],[126.840942218587,37.8268152574886],[126.840298275714,37.8273162974538],[126.840098365479,37.8276606501312],[126.840086712302,37.8279291438759],[126.84010283928,37.8284642667524],[126.838719989683,37.8284771223199],[126.837698312079,37.8283893451669],[126.837136955394,37.8290319615378],[126.835993592952,37.8290522146998],[126.835768989839,37.8291136297903],[126.836071076548,37.8297473064627],[126.836273348833,37.8302043038447],[126.835931343543,37.8304627786262],[126.835850642306,37.8307643772146],[126.835605225292,37.8309528515074],[126.834814415811,37.8304033181494],[126.834776606701,37.8302340085781],[126.833903625017,37.8303284291923],[126.833207423483,37.8303328042908],[126.833010666542,37.8300453553991],[126.833512789746,37.8297862208141],[126.834680893447,37.8294120339639],[126.834293457562,37.8287437228282],[126.834009714589,37.8285928167931],[126.833832935254,37.8283669468247],[126.833877129888,37.8280846977006],[126.834938713388,37.8279138670655],[126.836258258932,37.8277720397031],[126.836716376503,37.8278047162079],[126.837056420069,37.8273986821035],[126.83756542928,37.8271058106105],[126.837630686962,37.8271774070728],[126.839256481933,37.8263143917423],[126.838902684018,37.826058067409],[126.838358485032,37.8254253913714],[126.838380994272,37.8248039281436],[126.838281782846,37.8246565394248],[126.838780548577,37.824472243734],[126.839250216722,37.8241057715355],[126.83975308209,37.8240448354395],[126.839568304957,37.8248291334974],[126.839640439348,37.8252780872902],[126.840103430762,37.8257928296407]]]}","종합소매점,한식,이/미용/건강,분식,유흥주점",57,37.82775231,126.8375918
