업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,객실수,위도,경도,데이터기준일자
버블버블펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 물안산길 121,경기도 가평군 가평읍 마장리 61-14,5,37.85915921,127.5286251,2021-06-09
리버마운틴,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 15-16,경기도 가평군 북면 제령리 291-3,6,37.89424674,127.5303333,2021-06-09
쥬얼리,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 72-237,경기도 가평군 설악면 사룡리  6-3외1필지,4,37.69601373,127.5081218,2021-06-09
엘린펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 464,경기도 가평군 가평읍 금대리 286-3,6,37.76906943,127.5390704,2021-06-09
유명산장펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 솥틀로 152-14,경기도 가평군 청평면 하천리 558-2,1,37.76585313,127.4262567,2021-06-09
아델라 펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로386번길 47-18,경기도 가평군 상면 행현리 633,4,37.74496748,127.3487297,2021-06-09
아띠랑스,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 342,경기도 가평군 북면 목동리 311-2,2,37.91912621,127.5804268,2021-06-09
산장의아침,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 187,경기도 가평군 상면 임초리  588-3,5,37.75386138,127.3695085,2021-06-09
에코펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로1556번길 66-39,경기도 가평군 청평면 삼회리 533-1,5,37.65628342,127.3875354,2021-06-09
피에스,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-83,경기도 가평군 가평읍 두밀리 2-32,5,37.8148403,127.4665976,2021-06-09
아름마루,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 262-44,경기도 가평군 상면 행현리 699-1,5,37.75526364,127.3584035,2021-06-09
유니온민박,민박,내국인+외국인,없음,경기도 가평군 청평면 청평역로 19,경기도 가평군 청평면 청평리 102,4,37.73361871,127.4217377,2021-06-09
앵두펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 214,경기도 가평군 가평읍 경반리 519-1,2,37.82866997,127.4826707,2021-06-09
이솔,민박,내국인+외국인,없음,경기도 가평군 설악면 미사리로 704-2,경기도 가평군 설악면 미사리 457-7,9,37.71354668,127.5415373,2021-06-09
별무리 ,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로 505-2,경기도 가평군 조종면 마일리 361-2,4,37.85066971,127.3755898,2021-06-09
가평핀란드하우스,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 99-40,경기도 가평군 조종면 상판리 286-12,2,37.88356104,127.3617063,2021-06-09
모나코,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 252,경기도 가평군 상면 행현리 591-2,7,37.75055653,127.3642018,2021-06-09
신비키즈풀빌라펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 492-29,경기도 가평군 북면 적목리 321,2,37.96889949,127.4119935,2021-06-09
탑 펜션 ,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 492-35,경기도 가평군 북면 적목리 322,2,37.96889007,127.411447,2021-06-09
샘이플,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 473-45,경기도 가평군 가평읍 개곡리 294,2,37.87329663,127.5625937,2021-06-09
라비에팬션,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길  66,경기도 가평군 조종면 운악리 426-18,5,37.86408901,127.3442573,2021-06-09
가평소나무팬션,민박,내국인+외국인,없음,경기도 가평군 상면 덕현산장길 73-93,경기도 가평군 상면 덕현리 20-7,3,37.75329621,127.4111143,2021-06-09
르보아펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로490번길 123,경기도 가평군 조종면 운악리 83-8,4,37.86318803,127.366542,2021-06-09
뉴캐슬,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1364-22,경기도 가평군 북면 제령리 604-2,7,37.9019737,127.5163797,2021-06-09
구름계곡민박,민박,내국인+외국인,없음,경기도 가평군 북면 제령아랫말길 71,경기도 가평군 북면 제령리 219-4,7,37.88746621,127.5394513,2021-06-09
호호,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로616번길 50-32,경기도 가평군 북면 백둔리 638-5,4,37.91230027,127.4456894,2021-06-09
씨엘 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-72,경기도 가평군 가평읍 하색리 778-27,8,37.81511999,127.46762,2021-06-09
산울로레져,민박,내국인+외국인,없음,경기도 가평군 설악면 미사리로 859-30,경기도 가평군 설악면 미사리 10-3,5,37.72344914,127.549781,2021-06-09
에비뉴,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 19-15,경기도 가평군 북면 도대리 526-2,4,37.96807765,127.4578758,2021-06-09
썬시티,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-25,경기도 가평군 가평읍 하색리 778-9,5,37.81489451,127.4670861,2021-06-09
나무의꿈,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 269,경기도 가평군 가평읍 승안리 310,7,37.84969788,127.4843708,2021-06-09
아모르,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 65,경기도 가평군 북면 제령리 515-2,4,37.8970241,127.5245906,2021-06-09
러브앤스토리,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길  62,경기도 가평군 조종면 운악리 426-19,5,37.86410777,127.3448143,2021-06-09
솔랑구,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로560번길 17,경기도 가평군 북면 백둔리 595,1,37.90775934,127.4493785,2021-06-09
스토리벨리,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 325,경기도 가평군 북면 백둔리 196-2,2,37.90395416,127.4710733,2021-06-09
베네치아,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 65-15,경기도 가평군 북면 백둔리 495-1,3,37.89914423,127.4526488,2021-06-09
메이플,민박,내국인+외국인,없음,경기도 가평군 청평면 행자골길 36-27,경기도 가평군 청평면 상천리 1217-18,5,37.7648387,127.4514743,2021-06-09
숲속의 공주,민박,내국인+외국인,없음,경기도 가평군 가평읍 복장포길 79-6,경기도 가평군 가평읍 복장리 250-1,4,37.73935902,127.5049713,2021-06-09
스타일,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로164번길 17-13,경기도 가평군 상면 행현리 435-4,6,37.76203704,127.3621485,2021-06-09
포그니,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 73,경기도 가평군 북면 제령리 535,3,37.8971865,127.5238058,2021-06-09
별이내리는집,민박,내국인+외국인,없음,"경기도 가평군 상면 수목원로 31(A,B동)","경기도 가평군 상면 임초리 429-9(A,B동)",4,37.77106078,127.3714199,2021-06-09
화명쉼터,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2464,경기도 가평군 북면 도대리 393-1,4,37.95974499,127.4724516,2021-06-09
스위트몽,민박,내국인+외국인,없음,경기도 가평군 상면 축령로 102,경기도 가평군 상면 행현리 222-5,5,37.77457291,127.3608194,2021-06-09
나투라,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 289,경기도 가평군 가평읍 두밀리 428-3,5,37.82896845,127.4344211,2021-06-09
시은팬션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 314,경기도 가평군 북면 백둔리 197-4,6,37.90446834,127.4729386,2021-06-09
모짜르트팬션,민박,내국인+외국인,없음,경기도 가평군 청평면 남이터길 52-18,경기도 가평군 청평면 대성리 430-11,3,37.68909437,127.3719925,2021-06-09
클럽아이펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 472,경기도 가평군 가평읍 금대리 285-5,1,37.76987173,127.5387074,2021-06-09
곰사냥을떠나자,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로133번길 34,경기도 가평군 북면 백둔리 88-3,5,37.89661133,127.4868177,2021-06-09
아이린,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 652-1,경기도 가평군 상면 임초리 35-7,1,37.77234587,127.3762889,2021-06-09
로망스펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 5-7,경기도 가평군 북면 백둔리 362-2,8,37.90266167,127.4589027,2021-06-09
청우산방,민박,내국인+외국인,없음,경기도 가평군 청평면 솥틀로 54-23,경기도 가평군 청평면 하천리 425,3,37.76161088,127.4312109,2021-06-09
모닝뷰,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 418-1,경기도 가평군 상면 행현리 617-1,3,37.74546849,127.3529057,2021-06-09
삼정골,민박,내국인+외국인,없음,경기도 가평군 상면 아랫벌길 24-161,경기도 가평군 상면 연하리 407-1,2,37.79380249,127.3427921,2021-06-09
아도니스,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 314-1,경기도 가평군 상면 행현리 604,4,37.75193752,127.3582169,2021-06-09
아도니스1,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 314-1,경기도 가평군 상면 행현리 603,4,37.75193752,127.3582169,2021-06-09
연인산테라스,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 193-1,경기도 가평군 가평읍 승안리 271-1,5,37.84420026,127.4876908,2021-06-09
숲속의 정원,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 988-50,경기도 가평군 북면 목동리 792-5,7,37.88168444,127.550888,2021-06-09
구름발치,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 1025-39,경기도 가평군 청평면 고성리 578-23,5,37.71205717,127.4880644,2021-06-09
연인산테라스,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 191-1,경기도 가평군 가평읍 승안리 271-2,5,37.84396593,127.4878272,2021-06-09
하늘다리펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 2,경기도 가평군 북면 백둔리 384-4,6,37.90313899,127.4578446,2021-06-09
청평다온펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 청평역로 17-1(가동),경기도 가평군 청평면 청평리 100-1(가동),2,37.73352851,127.4216244,2021-06-09
휴타운,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 162,경기도 가평군 상면 행현리 387-2,7,37.76380437,127.3627697,2021-06-09
지희네펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1462-46,경기도 가평군 북면 제령리 624-8,1,37.89808994,127.508087,2021-06-09
유니크펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1689-23,경기도 가평군 가평읍 산유리 430,4,37.74622678,127.510579,2021-06-09
솔잎향기펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 세곡로 25-64,경기도 가평군 조종면 현리 117-13,4,37.82944822,127.3417506,2021-06-09
그린비,민박,내국인+외국인,없음,경기도 가평군 상면 축령로 142-44,경기도 가평군 상면 행현리 152,5,37.77644785,127.3609749,2021-06-09
숲으로 가는 길,민박,내국인+외국인,없음,경기도 가평군 상면 서대길 45,경기도 가평군 상면 임초리 18,2,37.77586568,127.3807911,2021-06-09
명지산아래촌,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2089-18,경기도 가평군 북면 도대리 239-1,3,37.93581821,127.4887339,2021-06-09
아쿠아마린 온수수영장 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 510-34,경기도 가평군 북면 백둔리 456-7,6,37.90494929,127.4543058,2021-06-09
별이 보이는 집,민박,내국인+외국인,없음,경기도 가평군 청평면 안대성길 66-87,경기도 가평군 청평면 대성리 361-48,1,37.69865624,127.3792927,2021-06-09
등불,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 33,경기도 가평군 조종면 운악리 462-15,3,37.86633313,127.3511196,2021-06-09
추억만들기펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-69,경기도 가평군 가평읍 승안리 646-12,7,37.86141217,127.4700781,2021-06-09
해밀펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 326-324,경기도 가평군 가평읍 금대리 56-22,5,37.7570541,127.5409713,2021-06-09
샴피뇽,민박,내국인+외국인,없음,경기도 가평군 상면 축령로70번길 194,경기도 가평군 상면 항사리 403-3,3,37.78485565,127.3596758,2021-06-09
가평리버벨리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 600,경기도 가평군 가평읍 금대리 330-8,5,37.77735475,127.5319548,2021-06-09
강변마루펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 688,경기도 가평군 북면 이곡리 581-1,3,37.87244599,127.5218081,2021-06-09
선녀와 나무꾼의 힐하우스,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길99번길 67-46,경기도 가평군 설악면 가일리 46-1,5,37.59755963,127.5113736,2021-06-09
여행하기 좋은 날,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1292,경기도 가평군 북면 제령리 513-1,7,37.89915117,127.5246595,2021-06-09
용추계곡 뜰,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 397,경기도 가평군 가평읍 승안리 402,5,37.85910718,127.4816405,2021-06-09
꽃뜰,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 421-23,경기도 가평군 가평읍 두밀리 215-8,3,37.81538673,127.4562926,2021-06-09
라비타펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 458,경기도 가평군 가평읍 금대리 272-9,4,37.76877188,127.5393881,2021-06-09
네잎클로버,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 61-54,경기도 가평군 설악면 가일리 215-25,2,37.59650543,127.4937129,2021-06-09
용수목,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3057,경기도 가평군 북면 적목리 493-6,3,37.98781622,127.4380494,2021-06-09
황토민박,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 79,경기도 가평군 북면 백둔리 15,1,37.89782875,127.4954163,2021-06-09
에코피아펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3010,경기도 가평군 북면 적목리 485-1,4,37.98414853,127.4391457,2021-06-09
두리개펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 286,경기도 가평군 상면 행현리 540,4,37.75432831,127.3601195,2021-06-09
시트린펜션,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 753-58,경기도 가평군 상면 임초리 522-4,4,37.78160301,127.3684717,2021-06-09
연인민박,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 5-9,경기도 가평군 북면 백둔리 364-8,4,37.90207555,127.4581295,2021-06-09
아침에 눈 뜨면,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 417-17,경기도 가평군 상면 행현리 622-10,6,37.74463154,127.3539403,2021-06-09
단식체험쉐어하우스 닥터휴,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 57-23,경기도 가평군 청평면 호명리 156,7,37.72203831,127.4616352,2021-06-09
화악산풍경펜션,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 910,경기도 가평군 북면 화악리 791,3,37.936811,127.5439045,2021-06-09
꿈의궁전,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 300-44,경기도 가평군 상면 행현리 696-4,3,37.75370427,127.3583384,2021-06-09
하이문빌리지,민박,내국인+외국인,없음,경기도 가평군 청평면 은행나무길 19-1,경기도 가평군 청평면 대성리 632-2,3,37.67988601,127.3750817,2021-06-09
강씨봉산장(꽃비),민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 453,경기도 가평군 북면 적목리 330,1,37.96708221,127.4165724,2021-06-09
하늘담은펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 안대성길 29,경기도 가평군 청평면 대성리 357-1,1,37.69649345,127.3797046,2021-06-09
