구,업종명,사업장명,영업상태,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적(㎡),소재지전체주소,도로명전체주소,데이터기준일자
중원구,일반음식점,짜글이김치찜,영업중,2019-03-14,-,-,-,-,,경기도 성남시 중원구 성남동 3638번지 1층 일부,"경기도 성남시 중원구 제일로35번길 40, 1층 일부 (성남동)",2021-03-31
분당구,일반음식점,예술,영업중,2019-03-14,-,-,-,-,67.65,경기도 성남시 분당구 정자동 168-1 대림아크로텔,"경기도 성남시 분당구 성남대로 295, 대림아크로텔 1층 121호, 122호 (정자동)",2021-03-31
수정구,일반음식점,이딸리아나 피자,영업중,2019-03-14,-,-,-,-,47.07,경기도 성남시 수정구 신흥동 4508 지하1층 B101호,"경기도 성남시 수정구 시민로 137-1, 지하1층 B101호 (신흥동)",2021-03-31
분당구,일반음식점,카페 마리포사(CAFE MARIPOSA),영업중,2019-03-15,-,-,-,-,79.46,경기도 성남시 분당구 서현동 335-3번지,"경기도 성남시 분당구 불정로 424, 1층 (서현동)",2021-03-31
수정구,일반음식점,두툼갈비,영업중,2019-03-15,-,-,-,-,102.84,"경기도 성남시 수정구 수진동 4002번지 밀란체2,지하1층 B01,02호","경기도 성남시 수정구 산성대로93번길 25, 지하1층 B01,B02호 (수진동, 밀란체2)",2021-03-31
분당구,일반음식점,비스트로 나무(Bistro Namu),영업중,2019-01-16,-,-,-,-,100.15,경기도 성남시 분당구 백현동 591-9번지,"경기도 성남시 분당구 동판교로52번길 19-3, 1층 (백현동)",2021-03-31
분당구,일반음식점,짝태앤노가리 판교점,영업중,2019-01-16,-,-,-,-,44.26,경기도 성남시 분당구 삼평동 682번지 유스페이스2,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 1층 125호 (삼평동)",2021-03-31
분당구,일반음식점,모로미 야탑점,영업중,2019-03-19,-,-,-,-,247.4,경기도 성남시 분당구 야탑동 361-7번지 야탑동 삼성빌딩,"경기도 성남시 분당구 장미로86번길 16, 야탑동 삼성빌딩 2층 (야탑동)",2021-03-31
분당구,일반음식점,내니스,영업중,2019-03-19,-,-,-,-,77.5,경기도 성남시 분당구 삼평동 740번지 판교 호반 써밋 플레이스,"경기도 성남시 분당구 동판교로177번길 25, 2층 202호 (삼평동, 판교 호반 써밋 플레이스)",2021-03-31
중원구,일반음식점,상대원일번가,영업중,2019-03-19,-,-,-,-,38.78,경기도 성남시 중원구 상대원동 1588-2번지 1층 일부,"경기도 성남시 중원구 둔촌대로425번길 9, 1층 일부 (상대원동)",2021-03-31
수정구,일반음식점,두마리치킨 마당,영업중,2019-03-19,-,-,-,-,34.21,경기도 성남시 수정구 신흥동 6062번지 1층 일부,"경기도 성남시 수정구 수정로154번길 28, 1층 일부호 (신흥동)",2021-03-31
분당구,일반음식점,곱깨비곱창&닭발운중점,영업중,2019-02-19,-,-,-,-,40.7,경기도 성남시 분당구 운중동 962 1층 106호,"경기도 성남시 분당구 운중로 123, 1층 106호 (운중동)",2021-03-31
분당구,일반음식점,명동칼국수샤브샤브,영업중,2003-10-13,-,-,-,-,75.99,경기도 성남시 분당구 수내동 32 양지마을청구금호아파트,"경기도 성남시 분당구 내정로165번길 38, 602동 금호상가 2층 229호 (수내동, 양지마을청구금호아파트)",2021-03-31
수정구,일반음식점,정글비 위례신도시점,영업중,2019-03-08,-,-,-,-,57.35,"경기도 성남시 수정구 창곡동 508번지 아이플렉스,2층202호(일부)","경기도 성남시 수정구 위례광장로 322, 아이플렉스 2층 202(일부)호 (창곡동)",2021-03-31
수정구,일반음식점,욕쟁이 할매국밥,영업중,2019-01-28,-,-,-,-,55.21,"경기도 성남시 수정구 창곡동 530번지 위례 아트리버 푸르지오 1단지, 상가동 1층 119호","경기도 성남시 수정구 위례광장로 70, 상가동 1층 119호 (창곡동, 위례 아트리버 푸르지오 1단지)",2021-03-31
분당구,일반음식점,차이튜나참치,영업중,2019-02-25,-,-,-,-,73.82,경기도 성남시 분당구 서현동 196-14번지 1층,"경기도 성남시 분당구 새마을로 39, 1층 (서현동)",2021-03-31
분당구,일반음식점,이여사 나무김밥,영업중,2019-02-25,-,-,-,-,42.14,"경기도 성남시 분당구 서현동 245-3번지 성지하이츠텔, 1층 102호","경기도 성남시 분당구 서현로210번길 2, 성지하이츠텔 1층 102호 (서현동)",2021-03-31
수정구,일반음식점,포메인(신흥 롯데시네마타워점),영업중,2019-02-25,-,-,-,-,93.33,경기도 성남시 수정구 신흥동 4124번지 7층 704호 704-1호,"경기도 성남시 수정구 산성대로 267, 7층 704호, 704-1호 (신흥동)",2021-03-31
중원구,일반음식점,오르새피자성남점,영업중,2019-02-25,-,-,-,-,31.63,경기도 성남시 중원구 성남동 1404번지 성남 센트럴 푸르지오 시티 1층 166호,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 166호 (성남동)",2021-03-31
분당구,일반음식점,오늘도부찌 분당정자점,영업중,2019-03-22,-,-,-,-,63.37,경기도 성남시 분당구 정자동 156-3 대명제스트빌딩 2층 206호일부,"경기도 성남시 분당구 성남대로331번길 3-13, 대명제스트빌딩 2층 206호 일부호 (정자동)",2021-03-31
수정구,일반음식점,회뜨는집,영업중,2019-03-20,-,-,-,-,98.9,경기도 성남시 수정구 창곡동 550-1번지 1층,"경기도 성남시 수정구 위례서일로1길 4-2, 1층 (창곡동)",2021-03-31
분당구,일반음식점,워모잡,영업중,2019-03-21,-,-,-,-,134.85,경기도 성남시 분당구 판교동 600-5번지,"경기도 성남시 분당구 운중로277번길 9, 1층 (판교동)",2021-03-31
수정구,일반음식점,드루와,영업중,2019-03-21,-,-,-,-,28.75,"경기도 성남시 수정구 단대동 100번지 푸르지오,1층 105호","경기도 성남시 수정구 산성대로437번길 7, 1층 105호 (단대동, 푸르지오)",2021-03-31
수정구,일반음식점,크래프트 인 하우스,영업중,2019-03-26,-,-,-,-,40.64,경기도 성남시 수정구 창곡동 524-11번지 1층(일부),"경기도 성남시 수정구 위례순환로4길 15, 1층 일부호 (창곡동)",2021-03-31
분당구,일반음식점,퍼니붐,영업중,2019-03-26,-,-,-,-,125.4,경기도 성남시 분당구 서현동 248-4번지 유성트윈프라자1차,"경기도 성남시 분당구 서현로210번길 16, 유성트윈프라자1차 5층 501(일부)호 (서현동)",2021-03-31
분당구,일반음식점,탄탄면공방 판교테크노밸리점,영업중,2019-03-26,-,-,-,-,49.8,경기도 성남시 분당구 삼평동 678번지 삼환하이펙스A동,"경기도 성남시 분당구 판교역로 240, 삼환하이펙스A동 1층 121호 (삼평동)",2021-03-31
분당구,일반음식점,에그드랍(서현점),영업중,2019-03-26,-,-,-,-,23.71,경기도 성남시 분당구 서현동 249-4번지 유성그린빌딩,"경기도 성남시 분당구 황새울로342번길 19, 유성그린빌딩 1층 104호 (서현동)",2021-03-31
분당구,일반음식점,스윗밸런스 판교역점,영업중,2019-03-21,-,-,-,-,43.4,경기도 성남시 분당구 백현동 537번지,"경기도 성남시 분당구 판교역로 152, 지하1층 일부호 (백현동)",2021-03-31
분당구,일반음식점,헤라스키친,영업중,2019-03-21,-,-,-,-,30.96,경기도 성남시 분당구 백현동 604-2번지,"경기도 성남시 분당구 동판교로52번길 3-6, 1층 일부호 (백현동)",2021-03-31
중원구,일반음식점,썬이의테이블,영업중,2019-03-21,-,-,-,-,,경기도 성남시 중원구 성남동 4926번지 1층,"경기도 성남시 중원구 둔촌대로64번길 4-11, 1층 (성남동)",2021-03-31
분당구,일반음식점,청담동마녀김밥,영업중,2019-01-14,-,-,-,-,34.78,경기도 성남시 분당구 야탑동 357-1번지 NC백화점,"경기도 성남시 분당구 야탑로81번길 11, NC백화점 1층 일부호 (야탑동)",2021-03-31
분당구,일반음식점,아리차,영업중,2019-03-27,-,-,-,-,28.58,경기도 성남시 분당구 수내동 91-7번지,"경기도 성남시 분당구 발이봉북로 16, 1층 일부호 (수내동)",2021-03-31
중원구,일반음식점,짱떡볶이,영업중,2019-03-27,-,-,-,-,28.14,경기도 성남시 중원구 여수동 210번지 1층 일부,"경기도 성남시 중원구 성남대로997번길 49-13, 1층 일부 (여수동)",2021-03-31
분당구,일반음식점,주토피아,영업중,2019-03-27,-,-,-,-,178.6,경기도 성남시 분당구 서현동 247-2 대명코아,"경기도 성남시 분당구 황새울로360번길 24, 대명코아 지하1층 비101호 (서현동)",2021-03-31
중원구,일반음식점,깔공방,영업중,2019-03-27,-,-,-,-,79.74,경기도 성남시 중원구 하대원동 127-8번지 3층 일부,"경기도 성남시 중원구 둔촌대로 249, 3층 일부 (하대원동)",2021-03-31
중원구,일반음식점,민들레,영업중,2019-03-27,-,-,-,-,81.7,경기도 성남시 중원구 상대원동 3002번지 2층 일부,"경기도 성남시 중원구 희망로 381, 2층 일부 (상대원동)",2021-03-31
수정구,일반음식점,정미자 신림동또순이순대(태평점),영업중,2019-01-10,-,-,-,-,26.04,"경기도 성남시 수정구 태평동 3691-9 1층,(일부)","경기도 성남시 수정구 수정북로 28, 1(일부)층 (태평동)",2021-03-31
분당구,일반음식점,운중동멸치국수,영업중,2019-01-10,-,-,-,-,30.97,경기도 성남시 분당구 운중동 977-2번지,"경기도 성남시 분당구 운중로125번길 5, 1층 일부호 (운중동)",2021-03-31
분당구,일반음식점,수곱창,영업중,2019-02-21,-,-,-,-,46.86,경기도 성남시 분당구 야탑동 376-5번지 1층 일부,"경기도 성남시 분당구 장미로86번길 7, 1층 일부호 (야탑동)",2021-03-31
중원구,일반음식점,육해진미,영업중,2019-02-12,-,-,-,-,29.52,경기도 성남시 중원구 성남동 3414 1층 일부,"경기도 성남시 중원구 성남대로1140번길 26, 1층 일부 (성남동)",2021-03-31
중원구,일반음식점,삼대 떡볶이 성남점,영업중,2019-02-12,-,-,-,-,25.74,경기도 성남시 중원구 금광동 4536번지 1층 일부,"경기도 성남시 중원구 산성대로408번길 3, 1층 일부 (금광동)",2021-03-31
분당구,일반음식점,엄마마음,영업중,2019-02-12,-,-,-,-,42.77,경기도 성남시 분당구 금곡동 210번지 코오롱트리폴리스1,"경기도 성남시 분당구 정자일로 1, 코오롱트리폴리스1 208호 (금곡동)",2021-03-31
중원구,일반음식점,김군네 통닭집,영업중,2019-02-12,-,-,-,-,,경기도 성남시 중원구 성남동 1404번지 성남 센트럴 푸르지오 시티 1층 160호,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 160호 (성남동)",2021-03-31
분당구,일반음식점,피그인더가든 현대판교점,영업중,2019-02-13,-,-,-,-,83.63,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,일반음식점,스트릿 현대백화점판교점,영업중,2019-02-13,-,-,-,-,75.58,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
수정구,일반음식점,모락,영업중,2019-02-13,-,-,-,-,49.7,경기도 성남시 수정구 오야동 225-12 1층,"경기도 성남시 수정구 대왕판교로 1285, 1층 (오야동)",2021-03-31
수정구,일반음식점,리또 기로스,영업중,2019-01-08,-,-,-,-,28.52,"경기도 성남시 수정구 복정동 678-7번지 수전빌딩, 1층 일부 105호","경기도 성남시 수정구 복정로 86, 수전빌딩 1층 일부(105호)호 (복정동)",2021-03-31
분당구,일반음식점,와인플레이,영업중,2016-11-29,-,-,-,-,24.61,경기도 성남시 분당구 금곡동 91-1번지 초이스빌딩,"경기도 성남시 분당구 쇳골로 7, 초이스빌딩 지하1층 일부호 (금곡동)",2021-03-31
분당구,일반음식점,바코드(bar code),영업중,2019-02-14,-,-,-,-,111.35,경기도 성남시 분당구 삼평동 659 판교 효성 해링턴 타워,"경기도 성남시 분당구 판교역로192번길 22, 판교 효성 해링턴 타워 2층 213호 (삼평동)",2021-03-31
수정구,일반음식점,또봉이통닭,영업중,2019-01-08,-,-,-,-,43.7,"경기도 성남시 수정구 창곡동 509-1 우성트램타워, B동 110호","경기도 성남시 수정구 위례광장로 310, 우성트램타워 B동 110호 (창곡동)",2021-03-31
수정구,일반음식점,영풍치킨,영업중,2019-01-08,-,-,-,-,155.01,"경기도 성남시 수정구 신흥동 4218 시민로 140, 1층","경기도 성남시 수정구 시민로 140, 1, 지상층 (신흥동)",2021-03-31
분당구,일반음식점,독보적,영업중,2019-01-08,-,-,-,-,23.2,경기도 성남시 분당구 수내동 24 양지마을 분산상가,"경기도 성남시 분당구 내정로165번길 35, 분산상가 에이동 지층 104호 (수내동, 양지마을한양아파트)",2021-03-31
분당구,일반음식점,이백소면 디테라스점,영업중,2019-01-08,-,-,-,-,75.03,경기도 성남시 분당구 삼평동 691번지 114호,"경기도 성남시 분당구 판교로319번길 13, 114호 (삼평동)",2021-03-31
분당구,일반음식점,우리푸드,영업중,2019-01-08,-,-,-,-,577,경기도 성남시 분당구 백현동 516-20번지 외1필지,,2021-03-31
분당구,일반음식점,치킨플러스 분당정자역점,영업중,2019-03-06,-,-,-,-,14.21,경기도 성남시 분당구 정자동 158-2번지,"경기도 성남시 분당구 성남대로331번길 9-6, 2층 201(일부, 2호)호 (정자동)",2021-03-31
중원구,일반음식점,브이보드게임카페,영업중,2019-03-06,-,-,-,-,,경기도 성남시 중원구 성남동 3239번지 3층,"경기도 성남시 중원구 광명로16번길 4, 3층 (성남동)",2021-03-31
수정구,일반음식점,켈리포니아피자치킨 성남태평점,영업중,2019-03-06,-,-,-,-,15.52,경기도 성남시 수정구 태평동 3139번지 1층(일부),"경기도 성남시 수정구 남문로69번길 13-1, 1(일부)층 (태평동)",2021-03-31
분당구,일반음식점,광천한우곰탕,영업중,2019-03-06,-,-,-,-,24.53,경기도 성남시 분당구 수내동 61번지 성남수내동우체국,"경기도 성남시 분당구 내정로166번길 27, 성남수내동우체국 지층 5호 (수내동)",2021-03-31
수정구,일반음식점,한산주사골순댓국 판교제2테크노밸리점,영업중,2019-03-06,-,-,-,-,97.6,경기도 성남시 수정구 시흥동 293번지 지하1층 B114호,"경기도 성남시 수정구 창업로 42, 지하1층 B114호 (시흥동)",2021-03-31
분당구,일반음식점,낭만참치,영업중,2019-01-09,-,-,-,-,25.77,경기도 성남시 분당구 삼평동 728번지 봇들마을 가상가동 105호,"경기도 성남시 분당구 동판교로 212, 가상가동 105호 (삼평동, 봇들마을6단지아파트)",2021-03-31
수정구,일반음식점,윤가네갈비이야기,영업중,2019-01-09,-,-,-,-,112.69,"경기도 성남시 수정구 복정동 686-8번지 1층,지상","경기도 성남시 수정구 복정로 60, 1(지상)층 (복정동)",2021-03-31
중원구,일반음식점,딜리 프레쉬,영업중,2019-01-09,-,-,-,-,25,경기도 성남시 중원구 중앙동 2067 1층일부,"경기도 성남시 중원구 광명로 258, 일부 1층 (중앙동)",2021-03-31
중원구,일반음식점,떡볶이당,영업중,2019-02-07,-,-,-,-,,경기도 성남시 중원구 성남동 1315번지 F동 마열 13호,"경기도 성남시 중원구 산성대로 지하 204-5, F동 마열 13호 (성남동)",2021-03-31
